% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
0	0.25	1	1	1	3	38	15562	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	2	100	3	28	13252	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	3	62	3	30	14350	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	4	93	3	28	13252	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	5	54	3	30	14350	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	6	97	3	28	13252	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	7	88	3	30	14350	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	8	75	3	30	14350	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	9	102	3	28	13252	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	10	14	3	32	15448	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	11	69	3	30	14350	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	12	26	3	32	15448	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	13	43	3	32	15448	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	14	35	3	32	15448	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	15	82	3	30	14350	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	1	1	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	2	100	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	3	62	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	4	93	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	5	54	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	6	97	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	7	88	3	32	17568	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	8	75	3	32	17568	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	9	102	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	10	14	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	11	69	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	12	26	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	13	43	3	32	17568	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	14	35	3	32	17568	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	15	82	3	32	17568	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	1	1	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	2	100	3	32	17568	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	3	62	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	4	93	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	5	54	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	6	97	3	32	17568	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	7	88	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	8	75	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	9	102	3	32	17568	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	10	14	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	11	69	3	32	17568	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	12	26	3	32	17568	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	13	43	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	14	35	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	15	82	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	1	1	3	20	10980	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	2	100	3	20	10980	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	3	62	3	20	10980	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	4	93	3	20	10980	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	5	54	3	20	10980	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	6	97	3	20	10980	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	7	88	3	20	10980	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	8	75	3	20	10980	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	9	102	3	20	10980	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	10	14	3	20	10980	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	11	69	3	20	10980	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	12	26	3	20	10980	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	13	43	3	20	10980	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	14	35	3	20	10980	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	15	82	3	20	10980	0	0	0	0	0	0	0	0	0	0	
